PO_No,Vendor,Order_Date,Last_Receiving_No,Last_Receipt_Date,Outstanding_Qty,Days_Difference,Delivery_Status,Month
SUBCONPO/26/00503,MANJESH,2025-09-12,PPR/DEL/26/00778,2025-09-17,0.0,5.0,≤15 days,2025-09
SUBCONPO/26/00504,DEEPAK KUMAR SHARMA,2025-09-12,PPR/HAR/26/01416,2025-09-17,0.0,5.0,≤15 days,2025-09
SUBCONPO/26/00505,MANJESH,2025-09-12,PPR/DEL/26/00779,2025-09-17,0.0,5.0,≤15 days,2025-09
SUBCONPO/26/00506,Vivek Kumar,2025-09-12,PPR/DEL/26/00780,2025-09-17,0.0,5.0,≤15 days,2025-09
SUBCONPO/26/00507,Shree Ganesh Industries,2025-09-12,PPR/HAR/26/01377,2025-09-15,0.0,3.0,≤15 days,2025-09
SUBCONPO/26/00508,Vivek Kumar,2025-09-12,PPR/DEL/26/00781,2025-09-17,0.0,5.0,≤15 days,2025-09
SUBCONPO/26/00509,Vivek Kumar,2025-09-12,PPR/DEL/26/00782,2025-09-17,0.0,5.0,≤15 days,2025-09
SUBCONPO/26/00510,Shree Ganesh Industries,2025-09-12,NAN,,1500.0,,No Receipt,NaT
SUBCONPO/26/00511,Shree Ganesh Industries,2025-09-12,NAN,,1900.0,,No Receipt,NaT
SUBCONPO/26/00512,Khushbu,2025-09-12,PPR/HAR/26/02079,2025-09-30,0.0,18.0,>15 days,2025-09
SUBCONPO/26/00513,SHANTIDEVI-JW,2025-09-13,PPR/SIL/26/2420,2025-11-12,1459.0,60.0,>15 days,2025-11
SUBCONPO/26/00514,ANIL KUMAR PASWAN,2025-09-13,PPR/SIL/26/1300,2025-09-09,0.0,-4.0,No Receipt,2025-09
SUBCONPO/26/00515,MOHINI GAIKWAD,2025-09-13,PPR/SIL/26/1302,2025-09-03,0.0,-10.0,No Receipt,2025-09
SUBCONPO/26/00516,OM SAI ENTERPRISE - SL - JW,2025-09-13,PPR/SIL/26/1285,2025-09-13,0.0,0.0,≤15 days,2025-09
SUBCONPO/26/00517,Gem Enterprises,2025-09-13,PPR/HAR/26/02218,2025-09-30,0.0,17.0,>15 days,2025-09
SUBCONPO/26/00518,Anchal Singh,2025-09-13,PPR/SIL/26/1249,2025-09-13,0.0,0.0,≤15 days,2025-09
SUBCONPO/26/00519,RAJ RAI,2025-09-13,PPR/SIL/26/1256,2025-09-08,0.0,-5.0,No Receipt,2025-09
SUBCONPO/26/00520,Vivek Kumar,2025-09-13,PPR/DEL/26/00749,2025-09-16,0.0,3.0,≤15 days,2025-09
SUBCONPO/26/00521,Manoj Patel - JW,2025-09-13,PPR/HAR/26/01427,2025-09-18,0.0,5.0,≤15 days,2025-09
SUBCONPO/26/00522,GAURI DEVI - JW,2025-09-13,NAN,,14400.0,,No Receipt,NaT
SUBCONPO/26/00523,DHARMENDRA YADAV,2025-09-13,PPR/HAR/26/02108,2025-09-22,0.0,9.0,≤15 days,2025-09
SUBCONPO/26/00524,AMIT KUMAR PATEL - JW,2025-09-13,PPR/HAR/26/02117,2025-09-30,0.0,17.0,>15 days,2025-09
SUBCONPO/26/00525,AWANT KUMAR - JW,2025-09-13,PPR/HAR/26/01947,2025-09-30,0.0,17.0,>15 days,2025-09
SUBCONPO/26/00526,SATISH KUMAR MAURYA - JW,2025-09-13,PPR/HAR/26/02050,2025-09-30,0.0,17.0,>15 days,2025-09
SUBCONPO/26/00527,AVI ENTERPRISES,2025-09-13,PPR/HAR/26/02149,2025-09-18,0.0,5.0,≤15 days,2025-09
SUBCONPO/26/00528,Mohit Enterprises,2025-09-13,PPR/HAR/26/01984,2025-09-30,0.0,17.0,>15 days,2025-09
SUBCONPO/26/00529,Shree Ganesh Industries,2025-09-13,NAN,,10500.0,,No Receipt,NaT
SUBCONPO/26/00530,Shree Ganesh Industries,2025-09-13,NAN,,8350.0,,No Receipt,NaT
SUBCONPO/26/00531,Shree Ganesh Industries,2025-09-13,PPR/HAR/26/01525,2025-09-08,0.0,-5.0,No Receipt,2025-09
SUBCONPO/26/00532,Shree Ganesh Industries,2025-09-13,NAN,,5000.0,,No Receipt,NaT
SUBCONPO/26/00533,Shree Ganesh Industries,2025-09-13,NAN,,3000.0,,No Receipt,NaT
SUBCONPO/26/00534,Shree Ganesh Industries,2025-09-13,NAN,,2000.0,,No Receipt,NaT
SUBCONPO/26/00535,Shree Ganesh Industries,2025-09-13,PPR/HAR/26/01484,2025-09-15,0.0,2.0,≤15 days,2025-09
SUBCONPO/26/00536,Shree Ganesh Industries,2025-09-13,PPR/HAR/26/01441,2025-09-08,0.0,-5.0,No Receipt,2025-09
SUBCONPO/26/00537,Shree Ganesh Industries,2025-09-13,NAN,,44400.0,,No Receipt,NaT
SUBCONPO/26/00538,Shree Ganesh Industries,2025-09-13,NAN,,8000.0,,No Receipt,NaT
SUBCONPO/26/00539,Shree Ganesh Industries,2025-09-13,NAN,,0.0,,No Receipt,NaT
SUBCONPO/26/00540,INDRA PRAKASHSO SURYA PRAKASH - JW,2025-09-13,PPR/HAR/26/02078,2025-09-30,0.0,17.0,>15 days,2025-09
SUBCONPO/26/00541,Uttam Nayak,2025-09-15,PPR/AND/26/01782,2025-09-22,0.0,7.0,≤15 days,2025-09
SUBCONPO/26/00542,MANJESH,2025-09-15,PPR/DEL/26/00750,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00543,MANJESH,2025-09-15,PPR/DEL/26/00751,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00544,Vivek Kumar,2025-09-15,PPR/DEL/26/00752,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00545,MANJESH,2025-09-15,PPR/DEL/26/00753,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00546,MANJESH,2025-09-15,PPR/DEL/26/00754,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00547,Vivek Kumar,2025-09-15,PPR/DEL/26/00755,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00548,MANJESH,2025-09-15,PPR/DEL/26/00756,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00549,MANJESH,2025-09-15,PPR/DEL/26/00757,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00550,MANJESH,2025-09-15,PPR/DEL/26/00758,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00551,Vivek Kumar,2025-09-15,PPR/DEL/26/00759,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00552,Vivek Kumar,2025-09-15,PPR/DEL/26/00760,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00553,Vivek Kumar,2025-09-15,PPR/DEL/26/00761,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00554,Vivek Kumar,2025-09-15,PPR/DEL/26/00762,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00555,ARVIND PRATAP,2025-09-15,PPR/HAR/26/01727,2025-09-24,0.0,9.0,≤15 days,2025-09
SUBCONPO/26/00556,Mohit Enterprises,2025-09-15,PPR/HAR/26/01729,2025-09-18,0.0,3.0,≤15 days,2025-09
SUBCONPO/26/00557,Manoj Patel - JW,2025-09-15,NAN,,3600.0,,No Receipt,NaT
SUBCONPO/26/00558,Shree Ganesh Industries,2025-09-15,PPR/HAR/26/01368,2025-09-10,25400.0,-5.0,No Receipt,2025-09
SUBCONPO/26/00559,ABHISHEK BALASO KESARKAR,2025-09-15,PPR/SIL/26/1371,2025-09-18,0.0,3.0,≤15 days,2025-09
SUBCONPO/26/00560,Chetan Khadase,2025-09-15,PPR/SIL/26/1365,2025-09-18,0.0,3.0,≤15 days,2025-09
SUBCONPO/26/00561,DEVANAND ASHOK KHADSE,2025-09-15,PPR/SIL/26/1339,2025-09-16,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00562,MOHINI GAIKWAD,2025-09-15,PPR/SIL/26/1301,2025-09-03,0.0,-12.0,No Receipt,2025-09
SUBCONPO/26/00563,Nandini Industries,2025-09-16,PPR/AND/26/01801,2025-10-04,0.0,18.0,>15 days,2025-10
SUBCONPO/26/00565,AVI ENTERPRISES,2025-09-16,PPR/HAR/26/01494,2025-09-18,0.0,2.0,≤15 days,2025-09
SUBCONPO/26/00566,PLATINUM INDUSTRIES,2025-09-16,PPR/HAR/26/01300,2025-09-15,0.0,-1.0,No Receipt,2025-09
SUBCONPO/26/00567,ANSHIKA ENTERPRISES,2025-09-16,PPR/HAR/26/03072,2025-10-31,0.0,45.0,>15 days,2025-10
SUBCONPO/26/00568,Swastik Enterprises,2025-09-16,PPR/HAR/26/03071,2025-10-31,0.0,45.0,>15 days,2025-10
SUBCONPO/26/00569,P R ENTERPRISES,2025-09-16,PPR/SIL/26/1331,2025-09-16,0.0,0.0,≤15 days,2025-09
SUBCONPO/26/00570,PLATINUM INDUSTRIES,2025-09-16,PPR/HAR/26/01897,2025-09-30,0.0,14.0,≤15 days,2025-09
SUBCONPO/26/00571,RAM KUMAR VERMA - JW,2025-09-16,PPR/HAR/26/02115,2025-09-30,0.0,14.0,≤15 days,2025-09
SUBCONPO/26/00572,Mohit Enterprises,2025-09-16,NAN,,28800.0,,No Receipt,NaT
SUBCONPO/26/00573,PLATINUM INDUSTRIES,2025-09-16,PPR/HAR/26/01406,2025-09-08,0.0,-8.0,No Receipt,2025-09
SUBCONPO/26/00574,P R ENTERPRISES,2025-09-16,PPR/SIL/26/1333,2025-09-16,0.0,0.0,≤15 days,2025-09
SUBCONPO/26/00575,Pankaj Kumar,2025-09-16,PPR/HAR/26/01969,2025-09-20,0.0,4.0,≤15 days,2025-09
SUBCONPO/26/00576,Pankaj Kumar,2025-09-16,PPR/HAR/26/01967,2025-09-18,0.0,2.0,≤15 days,2025-09
SUBCONPO/26/00577,Shree Ganesh Industries,2025-09-16,NAN,,6500.0,,No Receipt,NaT
SUBCONPO/26/00578,P R ENTERPRISES,2025-09-16,PPR/SIL/26/1332,2025-09-16,0.0,0.0,≤15 days,2025-09
SUBCONPO/26/00579,Pankaj Kumar,2025-09-16,PPR/HAR/26/01736,2025-09-25,0.0,9.0,≤15 days,2025-09
SUBCONPO/26/00580,SAINATH BACKLITE MOULDING - JW,2025-09-16,PPR/SIL/26/1501,2025-09-21,2010.0,5.0,≤15 days,2025-09
SUBCONPO/26/00581,STAR ENTERPRISE,2025-09-16,PPR/SIL/26/1410,2025-09-11,0.0,-5.0,No Receipt,2025-09
SUBCONPO/26/00582,MIRAJ ENTERPRISE,2025-09-16,PPR/SIL/26/1482,2025-09-11,1352.0,-5.0,No Receipt,2025-09
SUBCONPO/26/00583,Manoj Patel - JW,2025-09-16,NAN,,3600.0,,No Receipt,NaT
SUBCONPO/26/00585,SHIVAKESH PATEL,2025-09-16,PPR/HAR/26/02026,2025-09-24,0.0,8.0,≤15 days,2025-09
SUBCONPO/26/00586,SHIVAKESH PATEL,2025-09-16,PPR/HAR/26/02040,2025-09-30,0.0,14.0,≤15 days,2025-09
SUBCONPO/26/00587,ANIL KUMAR PASWAN,2025-09-16,PPR/SIL/26/1323,2025-09-16,0.0,0.0,≤15 days,2025-09
SUBCONPO/26/00588,Dheeraj Kumar,2025-09-16,PPR/SIL/26/1318,2025-09-04,0.0,-12.0,No Receipt,2025-09
SUBCONPO/26/00589,RAM LAKHAN,2025-09-16,PPR/SIL/26/1373,2025-09-17,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00590,SHIVAKESH PATEL,2025-09-16,PPR/HAR/26/02042,2025-09-30,0.0,14.0,≤15 days,2025-09
SUBCONPO/26/00591,SHIVAKESH PATEL,2025-09-16,PPR/HAR/26/02045,2025-09-30,0.0,14.0,≤15 days,2025-09
SUBCONPO/26/00592,SHIVAKESH PATEL,2025-09-16,PPR/HAR/26/01850,2025-09-06,0.0,-10.0,No Receipt,2025-09
SUBCONPO/26/00593,SHIVAKESH PATEL,2025-09-16,PPR/HAR/26/02049,2025-09-11,0.0,-5.0,No Receipt,2025-09
SUBCONPO/26/00594,SHIVAKESH PATEL,2025-09-16,PPR/HAR/26/02037,2025-09-15,0.0,-1.0,No Receipt,2025-09
SUBCONPO/26/00595,SHIVAKESH PATEL,2025-09-16,PPR/HAR/26/02039,2025-09-15,0.0,-1.0,No Receipt,2025-09
SUBCONPO/26/00596,SATISH KUMAR MAURYA - JW,2025-09-16,PPR/HAR/26/01605,2025-09-08,0.0,-8.0,No Receipt,2025-09
SUBCONPO/26/00597,DEEPAK KUMAR SHARMA,2025-09-16,PPR/HAR/26/01411,2025-09-04,0.0,-12.0,No Receipt,2025-09
SUBCONPO/26/00598,Dheeraj Kumar,2025-09-16,PPR/SIL/26/1618,2025-09-27,1.0,11.0,≤15 days,2025-09
SUBCONPO/26/00599,Mohit Enterprises,2025-09-16,PPR/HAR/26/01669,2025-09-08,0.0,-8.0,No Receipt,2025-09
SUBCONPO/26/00601,Dheeraj Kumar,2025-09-16,PPR/SIL/26/2000,2025-10-17,38.0,31.0,>15 days,2025-10
SUBCONPO/26/00602,JAI DURGE ENTERPRISE,2025-09-17,PPR/AND/26/01611,2025-09-15,0.0,-2.0,No Receipt,2025-09
SUBCONPO/26/00603,OM SAI ENTERPRISE - JW,2025-09-17,PPR/AND/26/01612,2025-09-16,0.0,-1.0,No Receipt,2025-09
SUBCONPO/26/00604,V S ENTERPRISES,2025-09-17,PPR/AND/26/02030,2025-10-17,0.0,30.0,>15 days,2025-10
SUBCONPO/26/00605,PLATINUM INDUSTRIES,2025-09-17,PPR/HAR/26/01313,2025-09-08,0.0,-9.0,No Receipt,2025-09
SUBCONPO/26/00606,PLATINUM INDUSTRIES,2025-09-17,PPR/HAR/26/01323,2025-09-15,0.0,-2.0,No Receipt,2025-09
SUBCONPO/26/00607,PLATINUM INDUSTRIES,2025-09-17,NAN,,2000.0,,No Receipt,NaT
SUBCONPO/26/00608,PLATINUM INDUSTRIES,2025-09-17,PPR/HAR/26/01478,2025-09-15,0.0,-2.0,No Receipt,2025-09
SUBCONPO/26/00609,SANDHYA DEVI,2025-09-17,NAN,,8572.0,,No Receipt,NaT
SUBCONPO/26/00610,SANDHYA DEVI,2025-09-17,NAN,,971.0,,No Receipt,NaT
SUBCONPO/26/00611,SANDHYA DEVI,2025-09-17,PPR/SIL/26/1859,2025-10-12,550.0,25.0,>15 days,2025-10
SUBCONPO/26/00612,JAIBULAH ANSARI,2025-09-17,PPR/SIL/26/1340,2025-09-17,8.0,0.0,≤15 days,2025-09
SUBCONPO/26/00613,ANIL KUMAR PASWAN,2025-09-17,PPR/SIL/26/1329,2025-09-16,0.0,-1.0,No Receipt,2025-09
SUBCONPO/26/00614,DURGA ENTERPRISES - JW,2025-09-17,PPR/SIL/26/1753,2025-10-06,0.0,19.0,>15 days,2025-10
SUBCONPO/26/00615,INDRA PRAKASHSO SURYA PRAKASH - JW,2025-09-17,PPR/HAR/26/01487,2025-09-12,0.0,-5.0,No Receipt,2025-09
SUBCONPO/26/00616,GAURI DEVI - JW,2025-09-17,PPR/HAR/26/02409,2025-10-14,0.0,27.0,>15 days,2025-10
SUBCONPO/26/00617,AWANT KUMAR - JW,2025-09-17,PPR/HAR/26/01946,2025-09-30,0.0,13.0,≤15 days,2025-09
SUBCONPO/26/00618,DHARMENDRA YADAV,2025-09-17,PPR/HAR/26/02112,2025-09-30,0.0,13.0,≤15 days,2025-09
SUBCONPO/26/00619,Khushbu,2025-09-17,PPR/HAR/26/02080,2025-09-30,0.0,13.0,≤15 days,2025-09
SUBCONPO/26/00620,RAM ASHRAY PATEL - JW,2025-09-17,PPR/HAR/26/02083,2025-09-30,0.0,13.0,≤15 days,2025-09
SUBCONPO/26/00621,RAM SHARAN - JW,2025-09-17,PPR/HAR/26/02073,2025-09-30,0.0,13.0,≤15 days,2025-09
SUBCONPO/26/00622,SATISH KUMAR MAURYA - JW,2025-09-17,PPR/HAR/26/02054,2025-09-30,0.0,13.0,≤15 days,2025-09
SUBCONPO/26/00623,SHOBHA DEVI,2025-09-17,PPR/HAR/26/01932,2025-09-19,10.0,2.0,≤15 days,2025-09
SUBCONPO/26/00624,Shree Ganesh Industries,2025-09-17,NAN,,3000.0,,No Receipt,NaT
SUBCONPO/26/00625,Dheeraj Kumar,2025-09-17,PPR/SIL/26/2001,2025-10-17,204.0,30.0,>15 days,2025-10
SUBCONPO/26/00626,Shree Ganesh Industries,2025-09-17,NAN,,950.0,,No Receipt,NaT
SUBCONPO/26/00627,ANIL KUMAR PASWAN,2025-09-17,PPR/SIL/26/1974,2025-10-16,0.0,29.0,>15 days,2025-10
SUBCONPO/26/00628,Shree Ganesh Industries,2025-09-17,PPR/HAR/26/01314,2025-09-08,0.0,-9.0,No Receipt,2025-09
SUBCONPO/26/00629,ARVIND PRATAP,2025-09-17,NAN,,3600.0,,No Receipt,NaT
SUBCONPO/26/00630,Mohit Enterprises,2025-09-17,PPR/HAR/26/01998,2025-09-30,0.0,13.0,≤15 days,2025-09
SUBCONPO/26/00631,KUTUMBHA BAHADUR KUSHWAHA - JW,2025-09-17,NAN,,3600.0,,No Receipt,NaT
SUBCONPO/26/00632,RAM LAKHAN,2025-09-17,PPR/SIL/26/1368,2025-09-17,0.0,0.0,≤15 days,2025-09
SUBCONPO/26/00633,ABHISHEK BALASO KESARKAR,2025-09-17,PPR/SIL/26/1593,2025-09-27,0.0,10.0,≤15 days,2025-09
SUBCONPO/26/00634,ABHISHEK BALASO KESARKAR,2025-09-17,PPR/SIL/26/1528,2025-09-24,0.0,7.0,≤15 days,2025-09
SUBCONPO/26/00635,Chetan Khadase,2025-09-17,PPR/SIL/26/1703,2025-10-04,0.0,17.0,>15 days,2025-10
SUBCONPO/26/00636,DEVANAND ASHOK KHADSE,2025-09-17,PPR/SIL/26/1446,2025-09-20,0.0,3.0,≤15 days,2025-09
SUBCONPO/26/00637,SHIVAKESH PATEL,2025-09-17,PPR/HAR/26/01854,2025-10-24,0.0,37.0,>15 days,2025-10
SUBCONPO/26/00638,SHIVAKESH PATEL,2025-09-17,PPR/HAR/26/01656,2025-09-11,0.0,-6.0,No Receipt,2025-09
SUBCONPO/26/00639,SHIVAKESH PATEL,2025-09-17,PPR/HAR/26/02033,2025-09-16,0.0,-1.0,No Receipt,2025-09
SUBCONPO/26/00640,Mohit Enterprises,2025-09-17,PPR/HAR/26/01862,2025-09-15,0.0,-2.0,No Receipt,2025-09
SUBCONPO/26/00641,Shree Ganesh Industries,2025-09-17,NAN,,500.0,,No Receipt,NaT
SUBCONPO/26/00642,Manoj Patel - JW,2025-09-17,NAN,,7200.0,,No Receipt,NaT
SUBCONPO/26/00643,RAM SHARAN - JW,2025-09-17,PPR/HAR/26/01824,2025-09-30,0.0,13.0,≤15 days,2025-09
SUBCONPO/26/00644,Shree Ganesh Industries,2025-09-17,PPR/HAR/26/01326,2025-09-15,0.0,-2.0,No Receipt,2025-09
SUBCONPO/26/00645,ARUN MISHRA - JW,2025-09-17,PPR/HAR/26/02160,2025-09-30,0.0,13.0,≤15 days,2025-09
SUBCONPO/26/00646,DEEPAK KUMAR SHARMA,2025-09-17,NAN,,6000.0,,No Receipt,NaT
SUBCONPO/26/00647,Gem Enterprises,2025-09-17,NAN,,10000.0,,No Receipt,NaT
SUBCONPO/26/00648,SATISH KUMAR MAURYA - JW,2025-09-17,PPR/HAR/26/02058,2025-09-30,0.0,13.0,≤15 days,2025-09
SUBCONPO/26/00649,VIJAY KUMAR TRIPATHI,2025-09-17,PPR/HAR/26/02069,2025-09-29,0.0,12.0,≤15 days,2025-09
SUBCONPO/26/00650,SATISH KUMAR MAURYA - JW,2025-09-17,PPR/HAR/26/01374,2025-09-10,0.0,-7.0,No Receipt,2025-09
SUBCONPO/26/00651,PLATINUM INDUSTRIES,2025-09-17,PPR/HAR/26/01505,2025-09-10,0.0,-7.0,No Receipt,2025-09
SUBCONPO/26/00652,RAKESH KUMAR,2025-09-17,PPR/HAR/26/02114,2025-09-30,0.0,13.0,≤15 days,2025-09
SUBCONPO/26/00653,Rajendra D. Mane,2025-09-18,PPR/AND/26/01716,2025-09-26,0.0,8.0,≤15 days,2025-09
SUBCONPO/26/00654,SWATI RATHOD - JW,2025-09-18,PPR/AND/26/01995,2025-10-14,0.0,26.0,>15 days,2025-10
SUBCONPO/26/00655,Anchal Singh,2025-09-18,PPR/SIL/26/1968,2025-10-16,0.0,28.0,>15 days,2025-10
SUBCONPO/26/00656,MOHINI GAIKWAD,2025-09-18,PPR/SIL/26/1621,2025-09-27,0.0,9.0,≤15 days,2025-09
SUBCONPO/26/00657,LAXMI VINAYAK GAIKWAD,2025-09-18,PPR/AND/26/01760,2025-09-26,0.0,8.0,≤15 days,2025-09
SUBCONPO/26/00658,Shree Ganesh Industries,2025-09-18,PPR/HAR/26/01369,2025-09-08,0.0,-10.0,No Receipt,2025-09
SUBCONPO/26/00659,Shree Ganesh Industries,2025-09-18,NAN,,7000.0,,No Receipt,NaT
SUBCONPO/26/00660,Vivek Kumar,2025-09-18,PPR/DEL/26/00791,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00661,Vivek Kumar,2025-09-18,PPR/DEL/26/00792,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00662,Vivek Kumar,2025-09-18,PPR/DEL/26/00793,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00663,MANJESH,2025-09-18,PPR/DEL/26/00794,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00664,ARUN MISHRA - JW,2025-09-18,PPR/HAR/26/02159,2025-09-18,0.0,0.0,≤15 days,2025-09
SUBCONPO/26/00665,MANJESH,2025-09-18,PPR/DEL/26/00795,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00666,MANJESH,2025-09-18,PPR/DEL/26/00796,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00667,MANJESH,2025-09-18,PPR/DEL/26/00797,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00668,Vivek Kumar,2025-09-18,PPR/DEL/26/00798,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00669,MANJESH,2025-09-18,PPR/DEL/26/00799,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00670,Vivek Kumar,2025-09-18,PPR/DEL/26/00800,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00671,MANJESH,2025-09-18,PPR/DEL/26/00801,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00672,Vivek Kumar,2025-09-18,PPR/DEL/26/00802,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00673,MANJESH,2025-09-18,PPR/DEL/26/00803,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00674,Vivek Kumar,2025-09-18,PPR/DEL/26/00804,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00675,PLATINUM INDUSTRIES,2025-09-18,PPR/HAR/26/01410,2025-09-18,0.0,0.0,≤15 days,2025-09
SUBCONPO/26/00676,Vivek Kumar,2025-09-18,PPR/DEL/26/00805,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00677,Vivek Kumar,2025-09-18,PPR/DEL/26/00806,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00678,PLATINUM INDUSTRIES,2025-09-18,PPR/HAR/26/01534,2025-09-15,0.0,-3.0,No Receipt,2025-09
SUBCONPO/26/00679,Shree Ganesh Industries,2025-09-18,PPR/HAR/26/01372,2025-09-10,0.0,-8.0,No Receipt,2025-09
SUBCONPO/26/00680,Shree Ganesh Industries,2025-09-18,NAN,,3500.0,,No Receipt,NaT
SUBCONPO/26/00681,MANJESH,2025-09-18,PPR/DEL/26/00807,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00682,Vivek Kumar,2025-09-18,PPR/DEL/26/00808,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00683,MANJESH,2025-09-18,PPR/DEL/26/00809,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00684,Vivek Kumar,2025-09-18,PPR/DEL/26/00810,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00685,Vivek Kumar,2025-09-18,PPR/DEL/26/00811,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00686,MANJESH,2025-09-18,PPR/DEL/26/00812,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00687,Mohit Enterprises,2025-09-18,PPR/HAR/26/01985,2025-09-27,0.0,9.0,≤15 days,2025-09
SUBCONPO/26/00688,Vivek Kumar,2025-09-18,PPR/DEL/26/00813,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00689,MANJESH,2025-09-18,PPR/DEL/26/00814,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00690,PLATINUM INDUSTRIES,2025-09-18,PPR/HAR/26/01479,2025-09-15,0.0,-3.0,No Receipt,2025-09
SUBCONPO/26/00691,Vivek Kumar,2025-09-18,PPR/DEL/26/00815,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00692,PLATINUM INDUSTRIES,2025-09-18,PPR/HAR/26/01480,2025-09-15,0.0,-3.0,No Receipt,2025-09
SUBCONPO/26/00693,MANJESH,2025-09-18,PPR/DEL/26/00816,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00694,PLATINUM INDUSTRIES,2025-09-18,PPR/HAR/26/01376,2025-09-15,0.0,-3.0,No Receipt,2025-09
SUBCONPO/26/00695,Mohit Enterprises,2025-09-18,PPR/HAR/26/02013,2025-09-16,0.0,-2.0,No Receipt,2025-09
SUBCONPO/26/00696,Vivek Kumar,2025-09-18,PPR/DEL/26/00817,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00697,Vivek Kumar,2025-09-18,PPR/DEL/26/00818,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00698,Vivek Kumar,2025-09-18,PPR/DEL/26/00819,2025-09-19,0.0,1.0,≤15 days,2025-09
SUBCONPO/26/00699,Gem Enterprises,2025-09-18,NAN,,28800.0,,No Receipt,NaT
SUBCONPO/26/00700,PLATINUM INDUSTRIES,2025-09-18,PPR/HAR/26/01502,2025-09-15,0.0,-3.0,No Receipt,2025-09
SUBCONPO/26/00701,Swastik Enterprises,2025-09-18,NAN,,20000.0,,No Receipt,NaT
SUBCONPO/26/00702,Shree Ganesh Industries,2025-09-18,PPR/HAR/26/01381,2025-09-18,0.0,0.0,≤15 days,2025-09
SUBCONPO/26/00703,DEEPAK KUMAR SHARMA,2025-09-18,PPR/HAR/26/02131,2025-08-24,0.0,-25.0,No Receipt,2025-08
SUBCONPO/26/00704,VIJAY KUMAR TRIPATHI,2025-09-18,PPR/HAR/26/01386,2025-09-16,0.0,-2.0,No Receipt,2025-09
SUBCONPO/26/00705,RAM LAKHAN,2025-09-18,PPR/SIL/26/1455,2025-09-22,0.0,4.0,≤15 days,2025-09
SUBCONPO/26/00706,RAM LAKHAN,2025-09-18,PPR/SIL/26/1372,2025-09-17,0.0,-1.0,No Receipt,2025-09
SUBCONPO/26/00707,OM SAI ENTERPRISE - SL - JW,2025-09-18,PPR/SIL/26/1498,2025-09-20,0.0,2.0,≤15 days,2025-09
SUBCONPO/26/00708,OM SAI ENTERPRISE - SL - JW,2025-09-18,PPR/SIL/26/1526,2025-09-24,2000.0,6.0,≤15 days,2025-09
SUBCONPO/26/00709,Shree Ganesh Industries,2025-09-18,PPR/HAR/26/01387,2025-09-18,0.0,0.0,≤15 days,2025-09
